x,y,z
0.40653,0.28084,0.0
0.39538,0.26879,0.0
0.33445,0.29973,0.0
0.60515,0.47887,0.0
0.5176,0.41352,0.0
0.50295,0.4151,0.0
0.50979,0.42559,0.0
0.83943,0.885,0.0
0.8836,0.88931,0.0
0.39243,0.28444,0.0
0.40131,0.2932,0.0
0.47571,0.50996,0.0
0.46824,0.49999,0.0
0.48085,0.49765,0.0
0.47173,0.48705,0.0
0.486,0.48531,0.0
0.49446,0.77971,0.0
0.47844,0.80912,0.0
0.44666,0.80885,0.0
0.45989,0.83952,0.0
0.28207,0.33088,0.0
0.07207,0.31889,0.0
0.37522,0.13683,0.0
0.38615,0.10443,0.0
0.0817,0.72574,0.0
0.10865,0.68906,0.0
0.61978,0.39642,0.0
0.41517,0.29218,0.0
0.75993,0.88613,0.0
0.71143,0.89422,0.0
0.24319,0.46051,0.0
0.25542,0.45112,0.0
0.62355,0.84875,0.0
0.64527,0.88327,0.0
0.23119,0.42792,0.0
0.24261,0.41086,0.0
0.23558,0.39311,0.0
0.0487,0.47194,0.0
0.20949,0.46658,0.0
0.57596,0.33569,0.0
0.61941,0.21002,0.0
0.50123,0.34385,0.0
0.48729,0.34413,0.0
0.4789,0.33469,0.0
0.50631,0.7519,0.0
0.41994,0.83644,0.0
0.44195,0.87272,0.0
0.41713,0.23792,0.0
0.42455,0.65258,0.0
0.47786,0.3146,0.0
0.46473,0.316,0.0
0.45612,0.30775,0.0
0.45038,0.28576,0.0
0.35402,0.28459,0.0
0.37,0.28034,0.0
0.41111,0.13415,0.0
0.42167,0.10026,0.0
0.49767,0.42575,0.0
0.50329,0.43838,0.0
0.62832,0.47733,0.0
0.53225,0.15299,0.0
0.50855,0.12403,0.0
0.55864,0.17946,0.0
0.37718,0.24626,0.0
0.25266,0.39715,0.0
0.25946,0.41067,0.0
0.36607,0.29313,0.0
0.71486,0.60305,0.0
0.05659,0.75939,0.0
0.26016,0.37163,0.0
0.55371,0.28477,0.0
0.13909,0.24817,0.0
0.26889,0.06925,0.0
0.30333,0.06281,0.0
0.51202,0.28136,0.0
0.37637,0.52789,0.0
0.24418,0.545,0.0
0.41516,0.525,0.0
0.59455,0.17571,0.0
0.49394,0.49516,0.0
0.5,0.48327,0.0
0.49028,0.47444,0.0
0.25878,0.56681,0.0
0.42928,0.5262,0.0
0.52608,0.44804,0.0
0.5349,0.41534,0.0
0.10779,0.21988,0.0
0.73026,0.6323,0.0
0.69173,0.63064,0.0
0.49059,0.53141,0.0
0.57081,0.39001,0.0
0.3875,0.58418,0.0
0.61201,0.53785,0.0
0.59773,0.51685,0.0
0.58561,0.53851,0.0
0.26564,0.26177,0.0
0.58771,0.58923,0.0
0.4009,0.52755,0.0
0.20584,0.91676,0.0
0.18675,0.87512,0.0
0.21835,0.83908,0.0
0.25039,0.42649,0.0
0.29073,0.31696,0.0
0.57378,0.51773,0.0
0.5846,0.49648,0.0
0.64279,0.45533,0.0
0.39137,0.65615,0.0
0.36697,0.6559,0.0
0.35411,0.67817,0.0
0.34432,0.65547,0.0
0.32918,0.67695,0.0
0.42659,0.57917,0.0
0.59033,0.92087,0.0
0.54629,0.9211,0.0
0.37683,0.26485,0.0
0.45141,0.23232,0.0
0.3303,0.52574,0.0
0.35349,0.51598,0.0
0.41651,0.51204,0.0
0.43526,0.50312,0.0
0.44422,0.49698,0.0
0.46016,0.48317,0.0
0.46716,0.47508,0.0
0.47796,0.45649,0.0
0.48221,0.44665,0.0
0.48835,0.455,0.0
0.49029,0.41546,0.0
0.41619,0.56774,0.0
0.85739,0.52022,0.0
0.89751,0.51318,0.0
0.91671,0.47527,0.0
0.48206,0.37353,0.0
0.47274,0.35455,0.0
0.32407,0.5032,0.0
0.34321,0.51225,0.0
0.74587,0.53782,0.0
0.76297,0.51199,0.0
0.70982,0.5403,0.0
0.30574,0.77976,0.0
0.27125,0.7772,0.0
0.29245,0.74814,0.0
0.24731,0.80718,0.0
0.15488,0.37153,0.0
0.46638,0.34594,0.0
0.3077,0.57562,0.0
0.51857,0.08987,0.0
0.48106,0.09752,0.0
0.31405,0.24453,0.0
0.69714,0.19764,0.0
0.68414,0.23498,0.0
0.70628,0.26964,0.0
0.66919,0.26755,0.0
0.40193,0.87451,0.0
0.42375,0.90792,0.0
0.4649,0.90792,0.0
0.42485,0.96215,0.0
0.43582,0.317,0.0
0.45244,0.33006,0.0
0.29972,0.48288,0.0
0.31504,0.49726,0.0
0.31466,0.50848,0.0
0.48721,0.3941,0.0
0.49554,0.38669,0.0
0.43003,0.67714,0.0
0.42635,0.31184,0.0
0.43542,0.3055,0.0
0.37445,0.30174,0.0
0.46152,0.54939,0.0
0.03871,0.17331,0.0
0.27175,0.41532,0.0
0.27454,0.43634,0.0
0.79034,0.50176,0.0
0.31569,0.32311,0.0
0.30739,0.32992,0.0
0.29298,0.34539,0.0
0.17583,0.04109,0.0
0.15281,0.08852,0.0
0.09883,0.08247,0.0
0.49988,0.65459,0.0
0.5268,0.65208,0.0
0.04104,0.57308,0.0
0.08039,0.5451,0.0
0.08036,0.59214,0.0
0.11433,0.57071,0.0
0.11697,0.61023,0.0
0.08802,0.62716,0.0
0.22924,0.37435,0.0
0.57295,0.61935,0.0
0.7281,0.71016,0.0
0.70069,0.68499,0.0
0.34981,0.57928,0.0
0.29693,0.55772,0.0
0.74591,0.26158,0.0
0.42329,0.03956,0.0
0.47279,0.03721,0.0
0.46948,0.61503,0.0
0.32653,0.75164,0.0
0.31374,0.72276,0.0
0.27456,0.71564,0.0
0.30109,0.69192,0.0
0.25562,0.74925,0.0
0.14785,0.58918,0.0
0.15055,0.63264,0.0
0.17657,0.60504,0.0
0.47854,0.47566,0.0
0.2932,0.47453,0.0
0.28178,0.45642,0.0
0.27505,0.46552,0.0
0.95758,0.2255,0.0
0.91561,0.20132,0.0
0.91466,0.15311,0.0
0.86812,0.17845,0.0
0.87226,0.13148,0.0
0.91239,0.10724,0.0
0.87514,0.22551,0.0
0.87133,0.08906,0.0
0.82547,0.11256,0.0
0.91604,0.24893,0.0
0.91604,0.29584,0.0
0.87806,0.27134,0.0
0.95667,0.32144,0.0
0.9147,0.34309,0.0
0.95775,0.37261,0.0
0.91647,0.40037,0.0
0.17115,0.22324,0.0
0.47177,0.13124,0.0
0.28177,0.36353,0.0
0.51119,0.45055,0.0
0.50651,0.46347,0.0
0.77336,0.04119,0.0
0.28255,0.34328,0.0
0.43579,0.51425,0.0
0.67838,0.96036,0.0
0.95305,0.57851,0.0
0.95861,0.62991,0.0
0.95792,0.7247,0.0
0.91888,0.70368,0.0
0.91648,0.74703,0.0
0.45449,0.50175,0.0
0.75527,0.42241,0.0
0.32351,0.30482,0.0
0.49264,0.4443,0.0
0.07617,0.04213,0.0
0.72287,0.96202,0.0
0.49285,0.37552,0.0
0.27948,0.48537,0.0
0.27496,0.38369,0.0
0.27142,0.40466,0.0
0.95874,0.77147,0.0
0.04733,0.62594,0.0
0.18287,0.35287,0.0
0.26063,0.84278,0.0
0.20684,0.79809,0.0
0.40699,0.78161,0.0
0.12607,0.96018,0.0
0.14943,0.91482,0.0
0.14096,0.86659,0.0
0.11197,0.89266,0.0
0.08967,0.85608,0.0
0.36224,0.16735,0.0
0.379,0.5675,0.0
0.76813,0.63431,0.0
0.04328,0.87503,0.0
0.957,0.1274,0.0
0.82456,0.95978,0.0
0.3436,0.91819,0.0
0.95983,0.8739,0.0
0.72706,0.33259,0.0
0.79748,0.91711,0.0
0.2609,0.66531,0.0
0.88114,0.37094,0.0
0.2637,0.43219,0.0
0.56844,0.57091,0.0
0.87789,0.72529,0.0
0.62891,0.04104,0.0
0.22778,0.95838,0.0
0.39454,0.51821,0.0
0.08423,0.80345,0.0
0.38092,0.29167,0.0
0.36378,0.70282,0.0
0.3786,0.84298,0.0
0.23374,0.30822,0.0
0.11399,0.6488,0.0
0.65302,0.6387,0.0
0.88185,0.55362,0.0
0.49422,0.61258,0.0
0.7036,0.30918,0.0
0.26611,0.44309,0.0
0.40627,0.30353,0.0
0.35809,0.52754,0.0
0.53801,0.54051,0.0
0.56012,0.53471,0.0
0.32515,0.51414,0.0
0.74026,0.45275,0.0
0.2158,0.4878,0.0
0.63001,0.41446,0.0
0.69249,0.85501,0.0
0.42521,0.29928,0.0
0.18585,0.63742,0.0
0.81697,0.53026,0.0
0.66045,0.69425,0.0
0.86526,0.59248,0.0
0.90574,0.5861,0.0
0.30537,0.50133,0.0
0.87516,0.31989,0.0
0.72118,0.42266,0.0
0.91446,0.84745,0.0
0.24427,0.16815,0.0
0.31472,0.26367,0.0
0.72321,0.04192,0.0
0.26341,0.38604,0.0
0.24788,0.38101,0.0
0.25566,0.52642,0.0
0.0473,0.079,0.0
0.34332,0.30764,0.0
0.27273,0.64,0.0
0.29076,0.66344,0.0
0.16376,0.27658,0.0
0.70236,0.08453,0.0
0.65863,0.08327,0.0
0.67643,0.66163,0.0
0.60134,0.37658,0.0
0.81619,0.77625,0.0
0.27753,0.30758,0.0
0.54203,0.39844,0.0
0.87,0.77052,0.0
0.65597,0.2966,0.0
0.52347,0.95852,0.0
0.95152,0.07571,0.0
0.79768,0.1494,0.0
0.84362,0.38225,0.0
0.82001,0.35321,0.0
0.2837,0.27248,0.0
0.48961,0.72678,0.0
0.38337,0.91169,0.0
0.07664,0.96338,0.0
0.55489,0.08031,0.0
